customer_id,signup_date,plan_tier,monthly_price,contract_type,payment_method,country,industry,company_size_employees,monthly_active_users_pct,feature_adoption_count,support_tickets_90d,avg_csat_score,failed_payments_90d,last_login_days_ago,churned,churn_date,tenure_months,lifetime_revenue
C03694,2024-07-01,Basic,29,Month-to-month,Credit Card,India,Healthcare,72,0.437,4,1,4.67,2,11,1,2026-03-01,21,609
C03695,2024-11-01,Enterprise,199,1-Year,Credit Card,Canada,SaaS/Tech,3,0.629,0,0,3.95,1,3,0,,22,4378
C03696,2023-07-01,Pro,79,2-Year,Credit Card,Canada,Marketing/Agency,3,0.427,6,2,3.92,0,16,0,,38,3002
C03697,2024-11-01,Basic,29,2-Year,ACH/Bank Transfer,USA,Manufacturing,37,0.626,7,0,4.12,1,6,1,2026-04-01,18,522
C03698,2024-02-01,Pro,79,Month-to-month,ACH/Bank Transfer,India,Finance,24,0.541,5,0,4.09,0,26,0,,31,2449
C03699,2026-02-01,Pro,79,Month-to-month,Credit Card,India,SaaS/Tech,347,0.677,3,2,4.07,0,8,0,,7,553
C03700,2025-06-01,Enterprise,199,Month-to-month,Credit Card,UK,Healthcare,25,0.768,4,1,5.0,0,11,0,,15,2985
C03701,2023-06-01,Basic,29,2-Year,Credit Card,Germany,SaaS/Tech,41,0.476,5,0,3.51,0,16,0,,39,1131
C03702,2026-03-01,Basic,29,Month-to-month,PayPal,India,Healthcare,7,1.0,5,2,2.98,0,56,0,,6,174
C03703,2026-03-01,Pro,79,Month-to-month,ACH/Bank Transfer,India,Finance,24,0.866,3,2,3.85,0,3,0,,6,474
C03704,2026-03-01,Basic,29,1-Year,Credit Card,Australia,Education,35,0.725,4,2,5.0,1,51,0,,6,174
C03705,2025-01-01,Enterprise,199,1-Year,PayPal,India,Finance,4,0.886,2,1,3.38,0,12,0,,20,3980
C03706,2023-01-01,Pro,79,1-Year,Credit Card,Australia,Marketing/Agency,100,0.781,0,2,4.42,0,44,0,,44,3476
C03707,2025-03-01,Basic,29,Month-to-month,Credit Card,Germany,SaaS/Tech,52,0.392,5,0,4.85,0,1,0,,18,522
C03708,2026-03-01,Pro,79,2-Year,PayPal,Germany,SaaS/Tech,2,0.541,3,1,3.57,2,2,0,,6,474
C03709,2025-06-01,Basic,29,1-Year,Credit Card,UK,SaaS/Tech,69,0.652,3,1,3.7,0,5,0,,15,435
C03710,2023-03-01,Enterprise,199,Month-to-month,Credit Card,UK,Healthcare,5,0.791,6,0,3.34,0,3,0,,42,8358
C03711,2023-02-01,Enterprise,199,2-Year,Credit Card,UK,Healthcare,11,0.535,3,3,3.86,0,4,0,,43,8557
C03712,2024-09-01,Basic,29,2-Year,Credit Card,Australia,Nonprofit,3,0.543,4,2,3.49,2,6,0,,24,696
C03713,2025-04-01,Basic,29,Month-to-month,ACH/Bank Transfer,Canada,Manufacturing,105,0.152,5,0,3.94,1,0,0,,17,493
C03714,2025-09-01,Pro,79,Month-to-month,Credit Card,USA,Finance,38,0.757,5,2,2.61,0,0,1,2026-07-01,11,869
C03715,2023-03-01,Basic,29,1-Year,PayPal,USA,Nonprofit,1,0.328,3,2,4.08,0,4,0,,42,1218
C03716,2024-08-01,Pro,79,Month-to-month,Credit Card,USA,Manufacturing,9,0.301,2,1,3.7,1,4,0,,25,1975
C03717,2025-08-01,Basic,29,2-Year,Credit Card,Germany,SaaS/Tech,35,0.418,5,0,5.0,0,0,0,,13,377
C03718,2024-08-01,Basic,29,1-Year,Credit Card,India,Healthcare,9,0.985,3,2,3.76,1,1,0,,25,725
C03719,2024-09-01,Basic,29,1-Year,Credit Card,USA,Manufacturing,68,0.264,3,2,3.69,0,1,0,,24,696
C03720,2026-01-01,Enterprise,199,Month-to-month,PayPal,Germany,Marketing/Agency,4,0.355,4,1,3.22,0,4,0,,8,1592
C03721,2025-07-01,Basic,29,1-Year,PayPal,Germany,Marketing/Agency,1,0.507,6,2,2.99,0,44,0,,14,406
C03722,2026-06-01,Basic,29,Month-to-month,Credit Card,Australia,Education,2,0.606,1,2,2.89,2,10,0,,3,87
C03723,2025-10-01,Pro,79,Month-to-month,Credit Card,India,Healthcare,39,0.933,6,2,5.0,0,36,0,,11,869
C03724,2026-02-01,Enterprise,199,2-Year,Credit Card,USA,Marketing/Agency,1,0.548,10,3,4.57,0,13,0,,7,1393
C03725,2025-03-01,Basic,29,1-Year,PayPal,USA,Manufacturing,13,0.224,5,1,5.0,0,2,0,,18,522
C03726,2026-02-01,Enterprise,199,1-Year,Credit Card,USA,E-commerce,13,0.242,1,1,4.3,0,17,0,,7,1393
C03727,2025-12-01,Basic,29,Month-to-month,Credit Card,UK,Manufacturing,14,0.465,3,2,3.79,0,11,0,,9,261
C03728,2025-09-01,Basic,29,Month-to-month,PayPal,India,E-commerce,10,0.751,3,1,4.24,2,8,1,2026-06-01,10,290
C03729,2025-09-01,Pro,79,Month-to-month,Credit Card,USA,SaaS/Tech,5,0.244,6,0,3.1,0,5,0,,12,948
C03730,2024-01-01,Pro,79,2-Year,Credit Card,USA,Education,4,0.595,1,1,4.55,0,5,0,,32,2528
C03731,2025-10-01,Enterprise,199,1-Year,Credit Card,India,Finance,6,0.495,3,1,4.56,0,14,0,,11,2189
C03732,2025-06-01,Basic,29,1-Year,Credit Card,India,E-commerce,12,0.789,6,1,3.04,0,17,0,,15,435
C03733,2023-06-01,Enterprise,199,Month-to-month,Credit Card,Canada,SaaS/Tech,4,0.338,4,2,4.5,0,18,0,,39,7761
C03734,2025-10-01,Basic,29,2-Year,PayPal,India,Finance,4,0.465,2,3,5.0,0,1,0,,11,319
C03735,2023-12-01,Basic,29,1-Year,Credit Card,Australia,E-commerce,33,0.59,5,0,4.04,2,0,0,,33,957
C03736,2025-05-01,Enterprise,199,Month-to-month,ACH/Bank Transfer,Germany,Education,3,1.0,4,3,4.64,1,2,0,,16,3184
C03737,2025-04-01,Basic,29,Month-to-month,Credit Card,Germany,E-commerce,18,0.332,3,4,3.81,1,0,1,2025-09-01,6,174
C03738,2023-07-01,Basic,29,1-Year,Credit Card,India,Marketing/Agency,11,1.0,1,1,4.96,1,13,0,,38,1102
C03739,2025-08-01,Pro,79,2-Year,Credit Card,UK,Healthcare,40,0.409,5,1,4.41,0,10,0,,13,1027
C03740,2023-05-01,Basic,29,Month-to-month,Manual Invoice,UK,Healthcare,12,0.271,5,0,4.79,0,6,0,,40,1160
C03741,2024-10-01,Basic,29,Month-to-month,PayPal,India,E-commerce,7,0.732,1,1,3.2,0,12,0,,23,667
C03742,2025-04-01,Basic,29,Month-to-month,Credit Card,USA,Healthcare,66,0.679,5,3,2.8,0,4,0,,17,493
C03743,2025-11-01,Pro,79,Month-to-month,Credit Card,Australia,Finance,30,0.866,6,3,3.82,1,0,0,,10,790
C03744,2025-02-01,Enterprise,199,1-Year,Credit Card,Germany,Education,10,0.324,3,4,3.9,2,14,1,2025-04-01,3,597
C03745,2026-03-01,Pro,79,Month-to-month,Credit Card,USA,Healthcare,9,0.767,4,3,4.03,2,8,0,,6,474
C03746,2025-11-01,Basic,29,Month-to-month,Credit Card,Canada,Nonprofit,10,0.36,7,1,3.05,0,8,0,,10,290
C03747,2024-02-01,Pro,79,2-Year,Credit Card,USA,Manufacturing,7,0.639,2,0,4.78,1,18,0,,31,2449
C03748,2023-11-01,Enterprise,199,Month-to-month,ACH/Bank Transfer,Canada,E-commerce,12,0.055,6,0,3.42,0,2,0,,34,6766
C03749,2023-06-01,Pro,79,2-Year,Credit Card,USA,Manufacturing,8,0.87,5,8,4.59,0,11,0,,39,3081
C03750,2026-03-01,Enterprise,199,Month-to-month,PayPal,Germany,E-commerce,23,0.383,0,2,4.92,2,6,1,2026-05-01,3,597
C03751,2024-02-01,Basic,29,Month-to-month,Credit Card,Australia,Finance,14,0.347,3,0,2.85,0,1,1,2024-07-01,6,174
C03752,2023-04-01,Pro,79,2-Year,ACH/Bank Transfer,USA,Finance,7,0.845,4,0,3.89,0,1,0,,41,3239
C03753,2024-02-01,Basic,29,Month-to-month,ACH/Bank Transfer,Germany,SaaS/Tech,93,0.587,5,2,4.71,2,11,0,,31,899
C03754,2025-12-01,Pro,79,Month-to-month,Credit Card,USA,E-commerce,16,0.897,2,0,4.16,0,0,0,,9,711
C03755,2025-05-01,Enterprise,199,1-Year,PayPal,UK,Education,21,0.296,8,4,3.96,1,6,0,,16,3184
C03756,2024-05-01,Basic,29,Month-to-month,Credit Card,USA,Healthcare,1,0.655,2,1,4.82,0,4,0,,28,812
C03757,2023-12-01,Basic,29,1-Year,PayPal,UK,Manufacturing,3,0.741,3,1,5.0,2,9,0,,33,957
C03758,2026-04-01,Enterprise,199,Month-to-month,PayPal,Canada,Manufacturing,12,0.677,2,2,3.92,2,11,1,2026-06-01,3,597
C03759,2023-05-01,Basic,29,Month-to-month,Manual Invoice,India,Marketing/Agency,66,0.576,6,0,4.17,2,5,0,,40,1160
C03760,2025-12-01,Basic,29,1-Year,ACH/Bank Transfer,India,Finance,35,0.282,8,1,4.05,2,27,0,,9,261
C03761,2024-11-01,Basic,29,Month-to-month,Credit Card,UK,E-commerce,52,0.286,5,3,5.0,2,21,0,,22,638
C03762,2025-07-01,Pro,79,Month-to-month,Credit Card,Canada,SaaS/Tech,17,0.662,4,0,4.28,0,17,0,,14,1106
C03763,2025-01-01,Pro,79,Month-to-month,Credit Card,Canada,Finance,31,0.836,2,2,5.0,1,1,0,,20,1580
C03764,2026-03-01,Pro,79,1-Year,Credit Card,UK,Marketing/Agency,5,0.779,3,0,4.69,0,14,0,,6,474
C03765,2024-04-01,Pro,79,2-Year,ACH/Bank Transfer,India,Nonprofit,7,0.757,2,1,4.02,2,7,0,,29,2291
C03766,2024-05-01,Basic,29,Month-to-month,Manual Invoice,USA,Education,20,0.17,5,2,4.44,1,36,1,2025-06-01,14,406
C03767,2025-12-01,Pro,79,Month-to-month,Credit Card,Australia,Education,81,0.393,3,0,3.8,0,5,0,,9,711
C03768,2023-12-01,Pro,79,Month-to-month,Credit Card,India,Manufacturing,6,0.672,4,3,3.23,0,13,0,,33,2607
C03769,2024-03-01,Pro,79,Month-to-month,Credit Card,India,Education,7,0.493,5,1,3.95,2,14,1,2024-12-01,10,790
C03770,2026-05-01,Basic,29,Month-to-month,Credit Card,USA,E-commerce,16,0.45,4,0,4.65,0,11,0,,4,116
C03771,2023-01-01,Pro,79,1-Year,ACH/Bank Transfer,USA,Education,9,0.73,6,2,2.48,2,20,1,2023-05-01,5,395
C03772,2023-03-01,Enterprise,199,Month-to-month,Credit Card,India,Education,8,0.515,4,4,5.0,1,58,0,,42,8358
C03773,2024-07-01,Basic,29,Month-to-month,Credit Card,UK,SaaS/Tech,9,0.613,2,2,4.21,0,23,0,,26,754
C03774,2024-04-01,Basic,29,Month-to-month,Manual Invoice,USA,SaaS/Tech,4,0.96,2,2,5.0,0,16,0,,29,841
C03775,2026-06-01,Enterprise,199,1-Year,ACH/Bank Transfer,Canada,Nonprofit,43,1.0,2,4,3.42,0,0,0,,3,597
C03776,2024-03-01,Pro,79,Month-to-month,PayPal,Australia,Manufacturing,33,0.639,6,1,2.84,0,4,0,,30,2370
C03777,2023-11-01,Basic,29,Month-to-month,ACH/Bank Transfer,USA,Education,87,0.417,3,0,4.21,1,8,1,2026-05-01,31,899
C03778,2025-05-01,Basic,29,1-Year,Manual Invoice,USA,Nonprofit,62,0.674,3,1,3.85,1,4,0,,16,464
C03779,2025-07-01,Enterprise,199,Month-to-month,Credit Card,Germany,Nonprofit,4,0.416,8,3,3.85,0,19,0,,14,2786
C03780,2025-03-01,Basic,29,1-Year,PayPal,UK,SaaS/Tech,109,0.427,5,0,4.32,0,14,0,,18,522
C03781,2024-05-01,Basic,29,2-Year,PayPal,USA,Marketing/Agency,8,1.0,1,2,4.63,1,0,0,,28,812
C03782,2024-05-01,Enterprise,199,1-Year,Credit Card,India,E-commerce,16,0.414,4,3,5.0,1,5,1,2026-02-01,22,4378
C03783,2024-06-01,Basic,29,2-Year,Credit Card,UK,SaaS/Tech,25,0.539,3,1,4.93,0,32,0,,27,783
C03784,2024-09-01,Pro,79,Month-to-month,PayPal,India,Marketing/Agency,32,0.797,3,2,3.6,0,7,0,,24,1896
C03785,2025-12-01,Enterprise,199,Month-to-month,PayPal,India,Manufacturing,49,0.819,2,0,4.22,1,13,0,,9,1791
C03786,2026-07-01,Basic,29,1-Year,Credit Card,Germany,Marketing/Agency,286,0.469,1,1,4.59,2,21,0,,2,58
C03787,2025-04-01,Pro,79,Month-to-month,Manual Invoice,Australia,E-commerce,48,0.396,3,2,5.0,0,4,0,,17,1343
C03788,2026-04-01,Pro,79,1-Year,ACH/Bank Transfer,USA,SaaS/Tech,82,0.436,6,1,4.8,0,0,0,,5,395
C03789,2025-09-01,Pro,79,Month-to-month,Credit Card,Australia,Nonprofit,20,0.161,4,4,3.88,0,2,0,,12,948
C03790,2023-10-01,Pro,79,1-Year,Credit Card,Canada,SaaS/Tech,25,0.425,4,3,3.38,0,29,0,,35,2765
C03791,2026-06-01,Basic,29,1-Year,Credit Card,USA,Manufacturing,16,0.749,2,0,5.0,0,40,0,,3,87
C03792,2023-02-01,Pro,79,Month-to-month,ACH/Bank Transfer,Canada,Marketing/Agency,33,0.966,2,1,4.17,1,28,0,,43,3397
C03793,2024-06-01,Pro,79,Month-to-month,Credit Card,India,SaaS/Tech,23,0.983,5,0,5.0,0,30,0,,27,2133
C03794,2025-05-01,Basic,29,1-Year,ACH/Bank Transfer,USA,E-commerce,17,0.585,5,1,4.26,0,8,0,,16,464
C03795,2025-04-01,Pro,79,Month-to-month,Credit Card,USA,Finance,21,0.878,5,1,2.6,2,37,0,,17,1343
C03796,2025-01-01,Basic,29,1-Year,ACH/Bank Transfer,India,E-commerce,7,0.586,6,1,4.93,2,23,0,,20,580
C03797,2024-10-01,Pro,79,1-Year,Credit Card,Canada,Healthcare,31,0.669,5,0,3.92,1,16,1,2025-07-01,10,790
C03798,2025-10-01,Pro,79,Month-to-month,PayPal,Canada,Nonprofit,142,0.49,1,0,5.0,2,32,0,,11,869
C03799,2026-05-01,Basic,29,Month-to-month,Credit Card,Germany,Nonprofit,36,0.248,7,1,3.43,1,4,0,,4,116
C03800,2023-07-01,Pro,79,1-Year,Credit Card,UK,E-commerce,14,0.428,8,0,3.76,0,15,0,,38,3002
C03801,2025-11-01,Basic,29,Month-to-month,Manual Invoice,USA,E-commerce,4,0.567,6,2,3.84,1,0,0,,10,290
C03802,2023-02-01,Pro,79,Month-to-month,Manual Invoice,UK,E-commerce,32,0.213,5,1,4.38,1,34,1,2023-03-01,2,158
C03803,2024-07-01,Basic,29,2-Year,Credit Card,USA,Healthcare,4,0.857,5,2,3.69,2,24,1,2026-05-01,23,667
C03804,2023-12-01,Enterprise,199,1-Year,PayPal,Australia,SaaS/Tech,15,0.572,8,2,4.93,0,20,0,,33,6567
C03805,2024-08-01,Pro,79,Month-to-month,Credit Card,USA,Education,7,0.061,8,0,2.51,0,13,1,2024-11-01,4,316
C03806,2026-05-01,Enterprise,199,1-Year,Credit Card,India,E-commerce,25,0.685,1,2,4.06,2,5,1,2026-08-01,4,796
C03807,2026-06-01,Enterprise,199,1-Year,Credit Card,UK,Education,12,0.686,3,0,4.98,0,21,0,,3,597
C03808,2026-02-01,Basic,29,1-Year,Credit Card,UK,Education,11,0.716,1,1,3.09,0,14,0,,7,203
C03809,2025-09-01,Basic,29,Month-to-month,ACH/Bank Transfer,India,Healthcare,5,0.502,3,3,4.89,0,7,0,,12,348
C03810,2026-05-01,Basic,29,1-Year,ACH/Bank Transfer,UK,Marketing/Agency,6,0.839,3,1,3.68,0,1,0,,4,116
C03811,2025-04-01,Pro,79,1-Year,Credit Card,USA,Manufacturing,11,0.215,5,0,3.92,1,12,0,,17,1343
C03812,2024-11-01,Enterprise,199,Month-to-month,Credit Card,UK,SaaS/Tech,37,0.577,5,1,4.88,1,10,1,2025-08-01,10,1990
C03813,2023-05-01,Basic,29,Month-to-month,Credit Card,USA,Healthcare,3,0.547,2,1,4.9,1,20,1,2024-01-01,9,261
C03814,2025-05-01,Basic,29,Month-to-month,PayPal,Canada,Manufacturing,188,0.772,5,0,4.5,2,20,0,,16,464
C03815,2025-10-01,Enterprise,199,1-Year,ACH/Bank Transfer,India,Nonprofit,46,0.531,5,3,3.76,0,0,0,,11,2189
C03816,2023-07-01,Pro,79,Month-to-month,ACH/Bank Transfer,India,SaaS/Tech,13,0.453,1,1,4.83,0,0,1,2026-07-01,37,2923
C03817,2024-02-01,Basic,29,Month-to-month,ACH/Bank Transfer,Canada,Manufacturing,20,0.63,5,2,3.09,0,3,0,,31,899
C03818,2024-01-01,Enterprise,199,1-Year,Credit Card,USA,Education,8,0.109,3,1,2.25,1,35,1,2025-06-01,18,3582
C03819,2026-06-01,Enterprise,199,Month-to-month,PayPal,Canada,E-commerce,10,0.33,6,0,3.4,0,19,0,,3,597
C03820,2024-05-01,Basic,29,2-Year,Credit Card,UK,Marketing/Agency,2,0.693,5,3,3.85,0,11,0,,28,812
C03821,2026-06-01,Enterprise,199,2-Year,Manual Invoice,Canada,Education,4,0.488,5,1,4.33,0,22,1,2026-08-01,3,597
C03822,2025-06-01,Enterprise,199,1-Year,PayPal,Australia,Marketing/Agency,11,0.488,6,1,3.81,1,31,0,,15,2985
C03823,2023-11-01,Enterprise,199,2-Year,Credit Card,UK,Healthcare,9,0.584,4,1,4.02,1,8,0,,34,6766
C03824,2023-03-01,Basic,29,2-Year,ACH/Bank Transfer,USA,E-commerce,87,0.892,1,2,2.72,1,6,0,,42,1218
C03825,2025-02-01,Basic,29,Month-to-month,ACH/Bank Transfer,USA,Finance,5,0.626,7,0,4.44,2,6,0,,19,551
C03826,2023-12-01,Enterprise,199,1-Year,Credit Card,Canada,SaaS/Tech,9,0.835,4,3,4.8,2,29,1,2024-05-01,6,1194
C03827,2023-03-01,Enterprise,199,1-Year,Credit Card,India,Finance,8,0.455,3,1,5.0,0,36,0,,42,8358
C03828,2025-11-01,Enterprise,199,Month-to-month,ACH/Bank Transfer,USA,Nonprofit,5,0.793,4,0,5.0,0,17,1,2025-12-01,2,398
C03829,2024-12-01,Enterprise,199,Month-to-month,Credit Card,Canada,Finance,23,0.548,7,0,4.21,0,24,0,,21,4179
C03830,2024-10-01,Enterprise,199,2-Year,ACH/Bank Transfer,Canada,Manufacturing,15,0.984,2,1,4.0,1,8,1,2025-01-01,4,796
C03831,2025-05-01,Enterprise,199,1-Year,Credit Card,Australia,Education,12,0.191,6,3,5.0,0,3,0,,16,3184
C03832,2025-03-01,Basic,29,1-Year,PayPal,Germany,Manufacturing,20,0.516,3,0,4.12,0,7,0,,18,522
C03833,2025-04-01,Pro,79,2-Year,ACH/Bank Transfer,India,Finance,41,0.452,4,3,3.78,0,17,0,,17,1343
C03834,2024-02-01,Basic,29,1-Year,Manual Invoice,USA,SaaS/Tech,9,0.05,4,2,5.0,0,1,0,,31,899
C03835,2023-07-01,Basic,29,1-Year,ACH/Bank Transfer,India,Nonprofit,20,0.403,7,1,3.72,2,2,1,2024-08-01,14,406
C03836,2025-07-01,Pro,79,2-Year,Credit Card,UK,Finance,92,0.403,4,2,2.24,1,15,0,,14,1106
C03837,2025-01-01,Basic,29,Month-to-month,Credit Card,UK,SaaS/Tech,31,0.494,5,1,3.3,0,8,0,,20,580
C03838,2025-03-01,Pro,79,1-Year,PayPal,USA,Finance,17,0.104,2,1,3.02,0,7,0,,18,1422
C03839,2025-05-01,Pro,79,Month-to-month,Manual Invoice,USA,Finance,3,0.804,4,3,3.94,2,1,0,,16,1264
C03840,2023-03-01,Pro,79,2-Year,Credit Card,USA,Education,13,0.226,6,1,4.44,0,11,0,,42,3318
C03841,2026-02-01,Pro,79,2-Year,PayPal,Canada,Healthcare,4,0.429,3,0,3.89,2,8,0,,7,553
C03842,2025-04-01,Basic,29,Month-to-month,ACH/Bank Transfer,India,Nonprofit,31,0.718,8,4,4.37,1,14,0,,17,493
C03843,2024-02-01,Basic,29,Month-to-month,Credit Card,USA,Marketing/Agency,2,0.725,4,0,4.26,2,6,1,2025-02-01,13,377
C03844,2026-07-01,Basic,29,2-Year,Credit Card,Australia,Education,1,0.398,5,2,3.51,0,13,0,,2,58
C03845,2024-06-01,Pro,79,Month-to-month,Credit Card,UK,Healthcare,22,0.325,8,0,4.49,0,30,0,,27,2133
C03846,2024-07-01,Basic,29,Month-to-month,Credit Card,India,Finance,49,0.635,2,1,3.89,1,24,1,2025-01-01,7,203
C03847,2026-02-01,Pro,79,Month-to-month,Credit Card,UK,Healthcare,5,0.541,4,0,4.0,0,1,0,,7,553
C03848,2025-02-01,Pro,79,1-Year,Credit Card,Germany,Education,11,0.165,5,5,3.5,0,4,1,2026-06-01,17,1343
C03849,2023-11-01,Basic,29,Month-to-month,ACH/Bank Transfer,Australia,Marketing/Agency,12,0.69,5,0,3.07,0,8,0,,34,986
C03850,2024-02-01,Enterprise,199,1-Year,Manual Invoice,UK,Marketing/Agency,2,0.213,4,1,3.12,1,21,1,2024-06-01,5,995
C03851,2024-11-01,Pro,79,1-Year,ACH/Bank Transfer,Canada,Nonprofit,2,0.814,9,2,2.88,2,16,0,,22,1738
C03852,2023-03-01,Pro,79,Month-to-month,Credit Card,USA,Finance,75,0.906,5,1,2.4,2,8,1,2025-03-01,25,1975
C03853,2025-11-01,Basic,29,Month-to-month,Credit Card,Australia,Manufacturing,44,0.913,5,4,3.21,0,7,0,,10,290
C03854,2025-06-01,Pro,79,2-Year,Credit Card,India,E-commerce,22,0.604,4,2,5.0,0,28,0,,15,1185
C03855,2024-12-01,Enterprise,199,2-Year,Credit Card,UK,Finance,13,0.414,7,3,3.13,0,3,0,,21,4179
C03856,2026-02-01,Basic,29,1-Year,Credit Card,India,Education,98,0.587,6,1,4.33,0,28,0,,7,203
C03857,2023-10-01,Basic,29,Month-to-month,Manual Invoice,USA,Education,65,0.67,5,0,4.81,2,6,0,,35,1015
C03858,2026-05-01,Basic,29,Month-to-month,Credit Card,UK,Nonprofit,189,0.119,6,1,3.65,0,7,0,,4,116
C03859,2023-05-01,Basic,29,Month-to-month,ACH/Bank Transfer,USA,E-commerce,17,0.587,2,1,4.16,0,2,0,,40,1160
C03860,2024-08-01,Basic,29,Month-to-month,ACH/Bank Transfer,UK,Marketing/Agency,39,0.271,4,1,3.86,1,0,1,2025-05-01,10,290
C03861,2025-06-01,Pro,79,Month-to-month,ACH/Bank Transfer,USA,Finance,29,0.76,6,2,5.0,1,9,0,,15,1185
C03862,2025-06-01,Pro,79,Month-to-month,Credit Card,USA,Healthcare,50,0.712,6,3,3.23,2,2,1,2025-10-01,5,395
C03863,2023-10-01,Basic,29,2-Year,PayPal,India,E-commerce,13,0.35,3,0,4.01,2,1,0,,35,1015
C03864,2024-01-01,Basic,29,Month-to-month,ACH/Bank Transfer,India,Healthcare,16,0.746,3,1,2.94,1,8,1,2024-01-01,1,29
C03865,2023-12-01,Pro,79,Month-to-month,Manual Invoice,UK,Manufacturing,129,0.854,1,1,4.84,1,10,1,2024-06-01,7,553
C03866,2025-08-01,Pro,79,1-Year,ACH/Bank Transfer,USA,Marketing/Agency,10,0.572,5,2,4.73,2,14,0,,13,1027
C03867,2023-10-01,Pro,79,2-Year,Credit Card,UK,Finance,221,0.02,3,2,5.0,0,2,1,2024-01-01,4,316
C03868,2025-12-01,Pro,79,Month-to-month,Credit Card,UK,Education,5,0.785,4,0,3.75,0,7,0,,9,711
C03869,2025-02-01,Basic,29,1-Year,Credit Card,UK,Education,11,0.589,4,2,4.34,2,4,0,,19,551
C03870,2025-11-01,Pro,79,Month-to-month,ACH/Bank Transfer,USA,Nonprofit,16,0.357,3,1,4.13,0,8,0,,10,790
C03871,2023-09-01,Pro,79,Month-to-month,PayPal,UK,E-commerce,4,0.329,1,6,4.69,0,17,1,2024-03-01,7,553
C03872,2023-02-01,Basic,29,1-Year,Credit Card,Germany,Manufacturing,28,0.297,5,2,3.95,1,10,1,2024-07-01,18,522
C03873,2023-12-01,Basic,29,2-Year,PayPal,India,Education,3,0.092,2,0,2.58,2,10,1,2024-10-01,11,319
C03874,2025-04-01,Enterprise,199,2-Year,Credit Card,India,Finance,23,0.3,4,1,3.39,1,9,0,,17,3383
C03875,2024-06-01,Pro,79,1-Year,ACH/Bank Transfer,Canada,Nonprofit,6,0.294,2,1,2.53,0,21,0,,27,2133
C03876,2026-03-01,Pro,79,Month-to-month,Credit Card,USA,Healthcare,2,0.376,3,1,4.74,0,14,0,,6,474
C03877,2025-01-01,Basic,29,Month-to-month,PayPal,India,SaaS/Tech,39,0.535,5,0,4.25,0,6,0,,20,580
C03878,2023-02-01,Basic,29,Month-to-month,Credit Card,USA,Finance,12,0.728,2,2,5.0,2,0,1,2025-07-01,30,870
C03879,2025-01-01,Enterprise,199,Month-to-month,Manual Invoice,USA,Healthcare,50,0.416,4,1,4.59,0,16,0,,20,3980
C03880,2025-06-01,Enterprise,199,1-Year,Manual Invoice,Australia,Marketing/Agency,17,0.717,1,2,4.29,2,17,0,,15,2985
C03881,2025-04-01,Basic,29,1-Year,Credit Card,UK,E-commerce,6,0.347,4,0,4.91,1,17,0,,17,493
C03882,2024-07-01,Pro,79,1-Year,Credit Card,USA,SaaS/Tech,41,0.7,0,1,2.48,0,2,1,2025-11-01,17,1343
C03883,2025-01-01,Pro,79,2-Year,Credit Card,India,Nonprofit,86,0.654,3,0,4.33,1,58,1,2026-01-01,13,1027
C03884,2026-02-01,Basic,29,2-Year,ACH/Bank Transfer,Germany,Finance,24,0.26,5,1,4.38,1,8,0,,7,203
C03885,2024-07-01,Basic,29,1-Year,Credit Card,Australia,Marketing/Agency,32,0.874,2,3,4.94,2,27,0,,26,754
C03886,2023-04-01,Enterprise,199,1-Year,Credit Card,UK,Healthcare,9,0.814,4,3,3.75,0,7,0,,41,8159
C03887,2023-01-01,Basic,29,Month-to-month,Credit Card,Australia,E-commerce,15,0.521,2,1,3.95,1,8,0,,44,1276
C03888,2026-04-01,Basic,29,Month-to-month,Credit Card,India,Manufacturing,4,0.869,2,0,2.58,2,4,1,2026-05-01,2,58
C03889,2023-11-01,Pro,79,2-Year,Credit Card,USA,Nonprofit,9,0.3,3,2,5.0,0,1,0,,34,2686
C03890,2023-10-01,Pro,79,Month-to-month,Credit Card,USA,SaaS/Tech,12,0.83,5,1,2.09,0,3,0,,35,2765
C03891,2024-04-01,Basic,29,2-Year,PayPal,India,SaaS/Tech,20,0.295,6,0,3.78,0,0,0,,29,841
C03892,2024-01-01,Basic,29,2-Year,Credit Card,USA,Healthcare,59,0.614,4,1,4.24,2,7,0,,32,928
C03893,2026-03-01,Pro,79,1-Year,Credit Card,Germany,E-commerce,19,0.65,2,2,3.91,2,16,0,,6,474
C03894,2024-02-01,Basic,29,Month-to-month,Manual Invoice,USA,Manufacturing,14,0.486,3,0,5.0,0,2,0,,31,899
C03895,2025-03-01,Pro,79,1-Year,Credit Card,Canada,Nonprofit,12,0.123,4,3,4.17,0,6,0,,18,1422
C03896,2026-04-01,Pro,79,Month-to-month,Credit Card,UK,E-commerce,14,0.707,3,1,5.0,2,11,0,,5,395
C03897,2023-01-01,Basic,29,1-Year,PayPal,UK,SaaS/Tech,63,0.35,4,0,3.42,1,24,1,2024-05-01,17,493
C03898,2024-12-01,Basic,29,Month-to-month,Credit Card,USA,Healthcare,6,0.648,5,2,3.62,0,2,0,,21,609
C03899,2025-10-01,Pro,79,2-Year,ACH/Bank Transfer,UK,Education,2,0.676,5,2,3.12,1,10,0,,11,869
C03900,2024-03-01,Pro,79,1-Year,Credit Card,Germany,Healthcare,16,0.397,2,2,3.44,1,15,1,2024-03-01,1,79
